,userName,score,at,content
853,Haydar Al-Birru,5,2020-08-06 04:17:42,"Teman teman pengguna netflix...,,kalau kita pakai hp samsung nonton netflix tak perlu pakai VPN karena netflix aplikasi bawaan samsung.Bisa juga di konekin ke smart tv ,kalau mau memiliki akun netflix caranya mudah.tinggal beli saja di shoope atau tokopedia seharga 35 ribu 1 bulan.harga bervariasi.ketik saja akun netflix.Jadi tidak perlu repot pakai kartu kredit dan lain lain semoga membantu."
854,Fawziyah Nurshabrina,3,2020-08-04 01:31:59,Hallo Netflix. Tolong diperbaiki sistem nya ya. Aplikasi selalu eror dan muat ulang. Pas pilih ok trus log in lagi. Hasil download hilang semua. Ini berulang terus. Mohon demi kenyamannya di perbaiki.
855,Galih arvi N,1,2020-08-03 16:11:09,"Kenapa anda tidak langsung membuat pilihan resolusi seperti youtube, twitch atau platform streaming lainnya daripada harus repot-repot dengan device type agar dapat menonton HD? Hp sy biasa menonton HD, tetapi netflix hanya memberikan sampai SD.Dan lagi,menonton di laptop dell saya biasanya saya menonton Film bening eh saat menggunakan netflix gabisa atur resolusi, semua otomatis.Ampas..."
856,ainina amalia sanda,4,2020-07-20 12:55:22,"Hi! Saya pengguna baru, saat ingin melakukan pembayaran, kenapa selalu berhenti di kode keamanan, ya? Saya mencoba sesuai arahan, namun dari dua kartu debit yang saya punya tidak satupun berhasil, padahal, saya ingin berlangganan aplikasi ini. Begitu juga dengan billing postpaid. Mohon bantuannya, trims."
857,Atika Handoko,5,2020-07-15 15:37:54,"Untuk kepuasan streaming, Netflix masih jadi favorit saya. Untuk user yang mengeluh tentang masalah tidak bisa login, server begini begitu, itu jaringannya ya, Kak. Kalau lagi lag, sistem netflix sepertinya langsung tahu. Terus buat pengguna tsel dan indihome, disarankan menggunakan vpn. Daebak😊😊"
858,Desy Yohana,1,2020-07-14 05:57:31,"Maaf sebelumnya, sebenarnya pengen banget nonton di netflix tapi untuk metode pembayarannya benar2 susah. Saya sudah gunakan 3 kartu debit dan kredit serta menggunakan pulsa juga tidak bisa. Tolong ditanggapi! Thanks"
859,Misri Wati,5,2020-07-11 01:53:53,"Akhirnya nonton netflix bisa pake indihome, mantappp. Nggak boros pulsa in***at lagi. Bagi yg nggak punya cc atau debit mastercard internasional mungkin akan terbantu bila bisa pake metode pay yg lain: ovo, gopay, dana atau link aja. Thanks netflix ditunggu terobosan mempermudah lainnya bagi pengguna."
860,Razharu AMV,5,2020-07-09 22:26:06,"Bagus dan keren, saya harap kedepannya pembayaran netflix bisa menggunakan gopay, dana, saldo google play, tagihan pulsa, ataupun beli gift card di codashop atau situs lainnya.. karena ini problem yg cukup besar bagi orang yg belum mempunyai kartu kredit ataupun sebit"
861,Ahmd Rezz94,4,2020-07-07 22:41:51,"4 bintang dulu, tolong bisa ditambahkan ke tagihan seluler pascabayar bukan hanya provider smartfren saja, tolong tambahkan provider yang lain, seperti telkomsel, XL, Indosat, By.U, dll. Makasih."
862,Dyana Situmorang,5,2020-07-06 07:15:30,Puji Tuhan nonton film by Netflix lancar2 saja. Kadang cuma loading doang tp it trjdi krn ada permintaan update. Padahal gue pakai data seluler three. Thanks you Netflix
863,latifa salsabila,1,2020-07-06 06:07:07,"Ini kenapa ya,kok baru download terus pas masuk ke aplikasi, sudah nunggu beberapa menit,pas sudah selsai malah zonk,dapet tulisan ""maaf kami tidak bisa menjangkau layanan Netflix (-14)"".sedangkan WiFi saya baik baik aja,nggak ada masalah,jaringan lancar,tolong dong di perbaiki,padahal film film di dalam banyak sekali,kok jadi kaya. Gini aplikasi nya,pihak Netflix,tolong sekali lagi"
864,Luthfiyah,1,2020-07-02 09:52:43,"Ini kenapa ya, muncul tulisan ""Maaf, Kami tidak bisa menjangkau layanan Netflix. Coba lagi nanti (-14)"" itu maksudnya apa? Mohon pihak Netflix untuk memperbaikinya. Niatnya saya mau hapus apk ini karna dari hp saya ada tawaran untuk download otomatis beberapa apk. Saya tanya ke teman"" saya, apk ini bagus kata mereka. Tapi saat saya buka malah gak bisa. Mohon diperbaiki. Terima Kasih."
865,M.Arya Rizki,2,2020-06-29 15:33:48,"Untuk devloper netflix, tolong tambah metode pembayaran yg lain saya sebenarnya ingin berlangganan tapi gk punya kartu kredit, setidaknya tambah metode pembayaran melalui googleplay agar bisa lebih mudah, pasti banyak yg akan berlangganan di netflix."
866,Crlvfex's tutorial,1,2020-06-26 09:09:07,udah beberapa kali aku hapus karena tidak pernah bisa masuk ke netflix padahal pengen banget nonton di netflix tapi nggak bisa2 udah aku hapus terus download lagi tetep aja nggak bisa kebuka(tolong dong di perbaiki)sayang banget padahal pengen banget jadi langganan di netflix
867,Fariha Fariha,1,2020-06-25 20:16:39,"Payahh banget.. Udah bayar rutin tiap bulan tapi aplikasi cuma bisa dibuka 1 atau 2 kali perbulan.. Keterangan ""tidak bisa menjangkau, coba lagi"".. Gtu terus udah coba lagi sampe pegel jempol, pdahal koneksi/internet masih ok!! Tolong lah yg niat klo bikin aplikasi!!"
868,Auravel Rabiul S,3,2020-06-25 05:08:32,Netflix gabisa bayar pake pulsa tah? Padahal aku suka aplikasinya tapi harus pake kertu kredit jadi ribet. Kalau bisa pembayaran pake pulsa dong supaya lebih gampang selain itu kartu kredit kan sifatnya rahasia.
869,Alin Aliansyah,1,2020-06-21 09:52:03,"Tambahkan metode pembayaran seluler Via TELKOMSEL, jangan hanya SMARTFREN. Saya ingin berlangganan netflix, tapi sampai saat ini masih sulit di metode pembayarannya, hingga sampai saat ini masih belum bisa berlangganan. Mohon direspon. Terimakasih.🙏"
870,Nur Annisa Ilmiatun,4,2020-06-17 02:48:31,"Biasanya lancar2 aja karena meski pake tsel sudah ada vpn nya. Semalem mulai sering keluar2 sendiri dan muncul 'maaf maaf'. Mencoba update tapi stuck di 97% ga nambah2. Aku ga perlu maaf, cuma pengen balik normal lagi plis :)"
871,Betty 18,1,2020-06-11 13:07:31,Sejak berlangganan netflix saya tidak dapat mengakses netflix..tiap bulan biaya langganan terpotong di tagihan saya..tapi saya tidak bisa mengaksesnya..mau stop berlangganan juga gk bisa website gk bisa terbuka selalu muncul website/situs tersebut tidak aman..nyesel banget saya instal aplikasi ini..percuma film/dramanya bagus2 kl tidak mau terbuka..😭😭😭
872,Winda Kusuma Wardhani,2,2020-06-08 09:49:03,"Sebulan pemakaian aman2 ajaa gaada masalah sama sekali, sebulan berikutnya setiap mau buka cuman muncul tulisan netflix dan ga bisa nonton movie sama sekali, boro2 nonton muncul yang 5profil itu aja enggaa. Saya pake S20, jadi ini salah hp nya atau aplikasinya ya, tolong solusinya dong?"
873,Fauzan Rizulkaaa,3,2020-06-05 03:19:06,"Ini Netflix kenapa sih awal bulan lancar banget pas di tengah kok eror terus padahal tiap bulan berlanggan premium, kecewa padahal buka aplikasi streaming lain lancar tapi pas buka Netflix muter terus dan eror, mohon diperbaiki"
874,wenni erfianti,1,2020-06-04 07:05:47,"awalnya lancar2 aja, trus berlangganan setiap blnnya, br pake setengah bulan trus gak bisa lagi mutar, setiap kali mau nntn pasti katanya situs ini tidak bisa dijangkau. sedangkan tiap bulannya bayar terus. gmn sih. trus gmn ya cara menonaktifkan berlangganannya. lumayan jg klu kepotong tiap bln😤👎👎👎👎"
875,Daffa Pratama,2,2020-06-02 22:53:25,"Mengapa Netflix tidak bisa dibayar melalui pulsa ?, tolong diberi kemudahan untuk penggunanya untuk membayar. Belum saya pakai saja sudah memberi nilai buruk untuk aplikasi ini karena pembayaran yang dipersulit, untuk sekedar nonton film saja. Tolong metode pembayaran dikembangkan lagi jangan hanya kredit atau debit saja."
876,dya liber,1,2020-05-31 13:29:50,"awalnya saya benar2 excited untuk unduh apk ini.tapi setelah dicoba beberapa hari masih aja nggak bisa.sudah berbagai cara juga sudah saya coba yg katanya jngan pakai wifi in**h** atau jangan pakai provider merah putih (udah dicoba juga) udah saya pakai provider T** dan Indo*** masih juga nggak bisa. ada yg bilang pakai metode pembayaran jenius juga masih nggak ngaruh. bener2 kecewa sama apk ini, saya sih nggak masalah ya mau bayar tp ya tolong dipermudah kan enak.tolong dong kasih solusinya."
877,Wandi Dwiputra Lande,4,2020-05-30 01:49:31,Aplikasi di smartphone saya cukup bagus tapi kadang ada masalah saat menonton ditengah-tengah dan ingin keluar untuk melanjutkan besok simpanan durasi yang sudah saya tonton kadang kembali ke detik awal bukannya di menit dan setik saya tonton kemarin. Mohon diperbaiki tapi keseluruhan bagus :)
878,Manisa Rahmalia,1,2020-05-27 09:37:11,"Pas mau nginstal emg udh nethink, takutnya nasibnya sama kaya yg udah-udah. Dan ternyata emg beneran dong gak bisa kebuka, cuma layar item sama tulisan netflix. Ditungguin ampe ubanan jg ga bakal kelar-kelar kali. Akhirnya unnistal, pindah ke apk sebelah."
879,Indah pratiwii,3,2020-05-25 15:39:16,"Bintang 3 duluu,, aku suka sama apknyaa banyak bngt film ato drakor2nyaa ,, ada minusnya ga bisa log in dan itupun waktu log in harus berlanggan dulu di tiap bulannyaa... ga semua orang punya kartu debit... Tolonglahh di permudah untuk log in di apknya😞"
880,piebko,1,2020-05-24 06:44:34,"Sudah di Install tapi di hapus lagi karena utk berlangganan hanya ada opsi pakai cc dan kartu debit. Tidak ada opsi pembayaran dengan transfer.. Usul, jika memungkknkan ditambahkan opsi berlangganan dengan transfer.."
881,Car Lenny,5,2020-05-20 11:20:57,"Sejauh ini cuma bisa pakai XL untuk buka netflix..telkomsel, smartfren ngga akan kuat.wifi juga kadang2 bisa..solusi iritnya dipancing dlu pakai xl, setelah filmnya on baru nyalain wifinya..nanti kalo buffering, lakukan hal yang sama lagi deh.."
882,Ananda Pratiwi Munthe,1,2020-05-19 06:46:49,"saya baru unduh netflix , dan letika di buka yg muncuk kesalah sistem, pilihannya cuma keluar dan bantuan. setelah itu saya coba lagi gtu terus, akhirnya saya uninstal. udh beberapa pekan saya download lg, dan masih kek gtu aja, gimana nih ??"
883,Akbar,1,2020-05-17 08:58:12,"sangat2 aneh, lagi seru serunya marathon episode terakhir tiba2 buffering padahal sinyal bagus pas coba relogin netflix film yg saya tonton tidak ada, bahkan di pencarian tidak muncul, APLIKASI ANEH. SAYA BERLANGGANAN YA BUKAN GRATISAN TOLONG KINERJANYA!"
884,Bung Eka,3,2020-05-16 17:52:17,"1. Biaya berlangganannya agak mahal, seharusnya yang Rp 109.000 bisa nonton 2 perangkat bersamaan dan yang Rp. 139.000 bisa nonton 3 perangkat secara bersamaan 2. Opsi pembayarannya seharusnya seflexible VIU , bisa menggunakan Gopay, Pulsa, bahkan bisa beli paket resmi di Shopee"
885,Maghfira Ulfha Viani Pratiwi,1,2020-05-16 16:56:15,"Saya mau complain nih, gimana sih aplikasi ini kalo saya mau nonton tengah malam biasa nya ga bisa di play dikarenakan masalah jaringan di pemberitahuan. Terus saya mau membatalkan berlangganan tp ga bisa dikarenakan jaringan nya juga. Jelas2 ini saya jaringan nya bagus loh pakai kuota. Terus tiba2 udah kesedot aja nih uang di atm perpanjangan langganan. Mau batalin ga bisa, trs aku mau masuk akun netflix nya lagi eh ga bisa masuk lg. Jd gimana dong solusinyaaa"
886,Cendikiawan Aditama,1,2020-05-16 04:26:19,"HANYA APLIKASINYA YANG GRATIS, tapi untuk menonton film dan masuk harus berlangganan. Memang aplikasi ini memberi waktu 30 hari Trial tapi kalian juga WAJIB berlangganan, tanpa berlangganan kalian hanya stuck di halaman login/pembayaran/form data tagihan. RATE : VERY BAD !!"
887,ikhsan fauzi,3,2020-05-14 15:36:21,"dear netflix. kadang ada masalah setiap saya buka aplikasi netflix di android. saat lg nnton streaming, aplikasi peramban/browser bawaan android tiba2 kebuka sendiri dan loading koneksi ke website netflix via browser tersebut."
888,Dani Ndrarahmatdiputra,3,2020-05-06 09:45:57,"Ini kenapa akhir akhir ini netflix sering mengalami gangguan dalam streaming ya?lagi asik nonton giliran next episode ada tulisan netflix sedang mangalami masalah dalam menghubungkan ke film,pdhl semua film saya coba jg ttp sama muncul tulisan gitu,tolong di perbaiki karena saya berlangganan netflix sudah 1 tahun dan baru kali ini merasa netflix tidak stabil"
889,bert shaf,1,2020-05-03 13:52:17,"Apakah Netflix sedang ada masalah yah,soalnya saya beli paket karena mau download Netflix saat saya telah membeli paket saya langsung download Netflix tapi saat saya buka ada Teks yg terakhirnya ada(-14) dan saat itu saya sangat kecewa sama Netflix dan saat saya coba sekarang dan masih saja tetap,mohon di perjelas kan developer nya mengapa begini,saat itu saya belinya menggunakan uang tabungan saya dan langsung habis,karena saya berpikiran untuk paket itu untuk nonton Netflix"
890,FYMI CHANNEL,1,2020-05-03 00:21:12,"padahal udah liat sih bbrp komentar org ttg netflix tapi saya ttp instal and finally(: it won't open(: selaluuuu aja dibagian pendaftaran dan harus daftar kek kartu bebayar gitu, pdhl udh tau(: tapi tetap coba dan auto uninstal deh skrg. thx netflix. ga akan saya instal lagi"
891,Ayu Yulianti,1,2020-05-02 13:23:16,"Kenapa aplikasinya sering error waktu mai dibuka? Kadang malah ditengah2 nonton error sendiri. Bahkan saya udah download banyak judul malah tiba2 di daftar download ilang semua!! Kampret benerr, saya download banyak pake quota hoy. Ini aplikasi berbayar lho ya, kenapa malah gak jelas begini sih"
892,Florencia,1,2020-05-02 02:05:39,"Ini kenapa gabisa masuk ya???pas saya pencet apknya dia lgsng muncul tulisan ""maaf,kami tidak dapat menjangkau layanan Netflix .coba lagi nanti.(-14).tolong di perbaiki 🙏makasi"
893,Indah Ndama,1,2020-04-30 16:30:38,"mohon maf sebelumnya saya sudah 6 kali menginstal apk ini tapi tetap tidak bisa untuk log-in , ada masalah dari server nya tapi kok sudah berhari-hari tetap sama ya ?? kiranya dari pihak netflix segera di perbaiki . . makasih"
894,Rizal Hantoro,1,2020-04-29 22:45:54,"sudah instal, login, bayar tiap bulan (ini bulan ke 3) tapi yang bisa dilihat hanya tulisan netflix, mohon gimana caranya saya bisa cancel pembayaran kartu kredit saya.. sedihhhh bayar tiap bulan ga bisa pake"
895,Pengguna Google,3,2020-04-27 05:27:33,"Kenapa netflix saya buka pake wifi dia loading terus ya, padahal saya pakai wifi kantor yg kenceng bgt..sedangkan kalau wifi di hp saya di nonaktifkan baru bisa kebuka.. padahal dulu saya pernah berlangganan ga begini dehhh"
896,Pengguna Google,1,2020-04-27 02:28:47,"Netflix sangat buruk, mau masuk daftar saja susah , pakai debit dan kreditnya sudah di pilih tapi tetap juga tidak bisa . Apa cuma aku aja yg tidak ngerti pas mau masuk.."
897,Pengguna Google,1,2020-04-26 16:48:55,Kenapa ya kok ga bisa masuk? Awal buka app nya cuma ada tulisan Netflix doang. Stuck di situ. Udah berkali kali keluar masuk copot pasang lagi tetep aja. Padahal pakai wifi da jaringan lancar. Tolong diperiksa
898,Pengguna Google,1,2020-04-25 04:33:07,"Sangat buruk, saya berlangganan paket yang bisa di lihat / di hubungkan di smarttv, tapi nyatanya sudah seminggu mencoba tidak bekerja juga... bahkan sekarang untuk lihat drama di hp juga ga bisa... muter muter saja... Percuma dong (rugi) langganan netflix, kalau ga bisa di pake."
899,Pengguna Google,5,2020-04-24 13:50:07,"Susah bngt dibuka heran, tiap hari harus install uninstall, ga cukup 1x 2x hrs berkali kali gara2 , tidak terjangkau lah, tulisan netflix doang gabisa masuk lah, bisa masuk hitam doang padahal jaringan full lancar buat aplikasi lain. Heran"
900,Pengguna Google,2,2020-04-23 18:07:19,"Bagi saya pembayaran tidak masalah karena kebetulan saya punya credit card virtual, yg jadi masalah adalah sudah satu minggu ini semua film gak bisa diputar, kode error 1.1 atau 3.1. Saya pakai jaringan indiehome, saya tahu jaringan dari telkom memang memblokir netflix tetapi sebelum minggu ini lancar2 aja dibuat nonton tp sekarang tidak bisa, langganan mau habis 5 hari lagi jd ragu mau perpanjang nih. Sudah coba pakai vps dan vpn berbayar juga sama saja gak bisa diputar semua film di netflix."
901,Pengguna Google,1,2020-04-23 04:03:54,"Kanal pembayaran terbatas, hanya kartu kredit saja baik saat pendaftaran maupun berlangganan. Selain itu, Netflix menyasar hanya 1 fokus, yaitu pelanggan kelas atas. Jelas, jika Netflix meminta pelanggan mesti punya kartu kredit. Kalau tidak punya, jelas tidak bisa menikmati konten-konten yang ada di Netflix. Saya mohon pihak Netflix permudahkan langganan Netflix untuk kalangan kelas bawah menengah dengan menggunakan sistem potong pulsa/dompet digital seperti OVO,Gopay,Dana maupun LinkAja"
902,Pengguna Google,2,2020-04-22 15:59:43,"Tolong metode pembayaran dipermudah seperti pakai pulsa atau lewat ATM. Karena tidak semua karu debit bisa digunakan untuk pembayaran. Saya yakin banyak orang yang mau berlangganan secara legal (tidak membeli akun di pihak ketiga), namun terkendala dengan metode pembayaran yang sekarang"
903,Pengguna Google,1,2020-04-21 12:15:48,"Aplikasi apaan ini .... Ngga bisa masuk udah pake email suruh bayar lewat kartu debit...halloo emang semua orang punya.. coba klo pas masuk mah bisa , masalah pembayaran klo udah masuk pake email . Klo kaya gini terus mah ngga bakal ada yg nonton di Netflix ... Mending uninstall aja."
904,Pengguna Google,1,2020-04-21 07:20:24,"Aplikasi paling ribet, pdhl XL menyediakan paket nonton netflix tp buat masuk ke netflixnya susah bgt dan harus daftar pke atm.. ga kaya aplikasi lainnya yg bisa langsng ditonton cm beli paket lewat provider.."
905,Pengguna Google,3,2020-04-20 14:18:25,"Disitu dibuat pembayaran melalui kartu kredit/debit,udh coba pake debit berulang-ulang tetap aja gk bisa juga.kenapa gk dipermudah saja cara pembayaran nya.jd kan egk ribet gini.thx"
906,Pengguna Google,5,2020-04-20 14:01:24,"Aku suka sekali, aku sudah langganan sampe 1 tahun. Awalnya malah aku gratis sebulan Nonton ga ada bayar. Aku awalnya premium lalu berganti yang standar. Mudah untuk mengganti untuk kisaran harga langganan berapa (ada 3 tipe). Nonton film damai dengan hp sendiri, film nya juga bagus2, banyak, terupdate. Translate ke Indonesia juga jelas. Soal membayar aku cukup dengan pakai kartu kredit bisa di tagihkan ke bulan depan."
907,Pengguna Google,2,2020-04-20 12:29:24,"Kurang efektif. Netflixnya harus pake kartu, dan gak bisa semua kartu available dan menurutku kurang efisien aja. Seharusnya tambahkan pakai Gopay/OVO atau paling mudah Google Pay-lah. Jangan kartu doang, masa harus buat kartu MasterCard bagi yang gak punya? Ribet banget, cuma demi Netflix sampe harus perbarui/buat kartu yang ada MC nya. Kurang."
908,Pengguna Google,3,2020-04-19 13:36:01,Dear Netflix Jujur saya sangat ingin berlangganan Netflix. Sudha berbagai cara saya lakukan agar saya bisa membeli Netflix di smartphone saya namun saya selalu terkendala di proses pembayarannya. Saya tidak terlalu familiar dengan tipe pembayaran Mastercard dan Visa. Jadi sampai sekarang saya selalu gagal untuk berlangganan Netflix. alangkah baiknya apabila metode pembayaran yg ditawarkan lebih bervariasi dan juga user friendly bagi kami Indonesia yg tidak semuanya punya debit and credit card.
909,Pengguna Google,1,2020-04-19 00:20:12,"Aplikasi apaan ini, katanya pembayaran melalui debit bisa tapi pas di coba malah gagal terus. Kecewaaa, tolong dong di benerin lagi jangan di buat ribet, peminat yang mau nonton Netflix jadi kecewa kalo ribeet ginii"
910,Pengguna Google,1,2020-04-18 16:16:50,"Sorry, tidak tahu apa yg sedang terjadi. Tapi Mastercard ku tidak bisa di buat transaksi pembelian paket. Dan tidak tahu apa penyebabnya. Coba kasih option pembayaran yang lain. Karena kalo pembayaran internasional harusnya Mastercard bisa. Karena logonya juga terpampang di bar pembayaran.."
911,Pengguna Google,2,2020-04-17 12:06:52,"Serius nanya nih..knpa ya klo kuota data udah abis,ni netflix ga bisa dipake pdhal udah bayar loh.. bisa masuk aplikasi tp ga bisa buat nnton. Jdi klo qta nnton tuh tetep pke kuota data qta ya bukan pke paketan netflix yg udah qta bayar?"
912,Pengguna Google,1,2020-04-15 15:19:05,"HARUS DIBACA!!!! Karnaa waktu sayaa mau login pakai email saya tpi tidak bisa Mesti ada tulisan ""email dan kata sandi tidak valid"" padahal kalau dicoba di apk lain yg memakai email mesti bisa knp di neflix tidak bisaaa tolong diperbaiki DIPERBAIKI TOLONG!!!!!!!!!!!!!"
913,Pengguna Google,1,2020-04-15 12:23:49,"Kenapa pembayaran langganan hanya bisa via debit atau kredit saja?? Saran saya coba tambahkan sistem pembayaran seperti via pulsa, saldonya google play store atau lainnya. Kecewa gabisa pake aplikasi ini karna saya gak ada kartu debit ataupun kredit :("
914,Pengguna Google,1,2020-04-15 08:34:23,"Katanya pakai kartu debit bisa tp ternyata nggak bisa juga. Tidak punya kartu kredit, tolonglah dipermudah berlanggannnya biar semua calon pelanggan yg nggak punya kartu kredit bisa menikmati nya. Pakai potong pulsa misalnya atau trf gitu pembayarannya."
915,Pengguna Google,1,2020-04-15 01:06:15,"Gabisa di buka, selalu ada tulisan maaf tidak dapat menjangkau netflix . Coba lagi nanti😷 tolong diperbarui dan perbaiki fitur apknya, agar lebih mudah di akses"
916,Pengguna Google,4,2020-04-14 21:08:15,"Banyak orang yang mau pakai app netflix tapi sayang metode pembayarannya ga semua orang bisa lakuin. Saran tolong adakan metode pembayaran melalui pulsa,ovo,atau gopay untuk mempermudah pengguna yang tidak mempunyai kartu kredit!"
917,Pengguna Google,4,2020-04-14 02:21:24,"Sebenarnya saya ingin kasih bintang 5, tapi mengingat cara bayarnya yang ribet jadi saya kasih bintang 4 dulu. Saya sudah langganan satu bulan dan sangat puas dengan serial dan film² nya. Saya jadi mengerti kenapa Netflix lumayan mahal. Karena serial²nya selalu beda dari yang lain. Orisinil. Berkualitas. Tidak klise. Anti-mainstream. And that's what I look for in either serials or movies. Kedepannya tolong beri kemudahan dalam membayar Netflix. Thanks for making this amazing app!"
918,Pengguna Google,5,2020-04-12 15:35:48,"Bagi kalian2 yang bingung sama aplikasi netflix, mungkin sy bisa bantu jawab 1. Mslh g bs dibuka, itu dikrnkan beberapa provider di indonesia memblokir netflix, spt telkomsel, cara mengatasinya yaitu dgn memakai vpn, kalian bs memakai semua jenis vpn, tinggal download aja. 2. Mslh ribet membuat akun hingga dihrskan utk mengisi data kartu kredit/debit, tetapi itu memang cara yg dilakukan oleh org amerika utk pembayaran, berhubung aplikasi ini dari luar negeri, ya mhn dimaklumi, sy sih suka2 aja."
919,Pengguna Google,1,2020-04-11 04:32:56,"Pembayarannya tolong lebih di permudah lagi, yakin banget sih kalau pembayarannya di permudah makin banyak yang akses, di kasih trial dulu kek seminggu gitu minimal biar orang bisa mempertimbangkan bagus tidak nya, padahal kontennya menarik plus ada original Netflix nya"
920,Pengguna Google,5,2020-04-09 10:27:00,"Ya mungkin lagi error' nih jadi gak bisa di buka, karena marak nya mod2 Netflix premium jadi mngkin pertahanan masih kurang kuat,. Sebagai saran semoga di perbaiki dan jadilah aplikasi yg bagus dan bermanfaat, semua orang butuh film , jadi apabila aplikasi ini di kembang kan dengan benar bakal menguntungkan banyak pihak ,jadi semoga kedepan nya ini aplikasi terkenal lagi , berbayar gak msalh tapi mudah segala media nya jangan bikin ribet hhe"
921,Pengguna Google,1,2020-04-08 13:23:33,"Saran saya agar pembayaran tidak hanya menggunakan kartu kredit/debit, karena tidak semua orang memakai kartu kredit termasuk saya, Tidak masalah bayar, yang penting pembayaran bisa memakai pulsa, ovo, gopay atau pembayaran apapun yang bisa memudahkan seluruh anggota yg ingin memakai netflix. Semoga cepat di perbarui yaa.. Terima kasih."
922,Pengguna Google,1,2020-04-08 03:33:18,Sumpah nyesel bgt. Sudah berbayar mahal paket premium. Sampai hari kedua ini filmnya ngga ad yang bsa dbuka utk ditonton. Trus juga katanya koleksi film terlengkap tapi film yang saya cari gi joe rise of cobra dan retalition juga ngga ada. Sumpah ngga rekomended. Ngga bakal lagi langganan netflix. Klo bukan krn sdh dbayar di awal. Mgk sdh saya btalkan kontraknya. Fucek app.
923,Pengguna Google,1,2020-04-06 10:01:27,"Hadehhh... sebenernya niat di download gak sih???? Netflixnya di buka, ada tulisan lg bermasalah, sy hapus, download ulang, malah error. Kok gak bisa sprti viu gt, enak pakenya, gak bnyk masalah. Gak ada CS yang bantuin pula buat masalah2nya"
924,Pengguna Google,1,2020-04-06 03:44:51,"Mau mengisi waktu dirumahaja dengan menonton drama di netflix tapi kenapa ya tidak bisa masuk padahal alamat gmail dan kata sandi nya sudah benar, suruh buat akun gmail baru juga udh buat tapi sama saja, sudah coba pakai nomer handphone juga sama, katanya email tidak valid. TOLONG PERBAIKI!!!"
925,Pengguna Google,1,2020-04-05 06:18:59,"Dikira bisa free dulu, kayak ngasih trial gitu. Eh ternyata baru buat akun langsung minta pembayaran. Gak kayak lapak sebelah, boleh free, kalau sdh cocok, baru berlangganan. Kalau begini kan mana tau kualitas netflix bagaimana -_-"""
926,Pengguna Google,1,2020-04-02 13:15:05,"Kenapa pas dibuka selalu muncul 'Maaf, kami tidak dpt menjangkau layanan Netflix"" padahal gak kenapa-kenapa, jaringan kuat kok😔 Bintang 1 dulu ya sampe bener-bener bisa dipake appnya."
927,Pengguna Google,3,2020-03-31 17:20:57,"Tolong dongg netflix, pembayaran ny jgn pake kartu debit atau kredit aj, masi bnyk yg blom punya kartu itu, semoga pembayaran ny dpat dipermudah, seperti pakai gopay atau yg lainny, masalah bayar ny ku ga masalah, tpi proses pembayaran ny itu loh ribet, pdahal d netflix itu udh okee bnyk lengkap semua tpi sayang kan krna pembayaran ribet orng jd ga jdi"
928,Pengguna Google,5,2020-03-31 10:00:08,"Kalau bisa, diberi pengaturan buat ukuran subtitlenya, menurutku kegedean. Emang pembayaran Netflix itu ribet, agar nggak semua bisa nyicipin gratisan. Mau gratisan pun satu device cuma diberi satuk kali kesempatan. Please kalian yg pingin nonton, bayar aja, cari aja di shopee banyak orang berkartu kredit yang jualan akun."
929,Pengguna Google,3,2020-03-29 15:54:14,netflix ini punya amerika. Karna itu pembayaran nya pakai kartu kredit. Mereka gamau ribet harus kerja sama dengan metode pembayaran lain. Karna di setiap negara punya metode pembayaran masing2. contoh nya indonesia ada ovo atau gopay yg banyak org pakai. Dan netflix sepertinya tidak bekerja sama dengan provider disetiap negara. karna itu pembayaran gabisa lewat pulsa. ahhh mending gua nonton yutube.
930,Pengguna Google,1,2020-03-28 17:38:59,"Kenapa netflixnya gabisa kebuka ya sama sekali loh, udh download terus uninstal udh berapa kali gitu2 mulu tp gak kebuka? Pengaruh wifi indihome atau sinyal telkomsel? Padahal mau nonton drakor, siap bayar mahal juga bulanan tanpa iklan tp hasilnya zoooonk gabisa kebuka sama skali. Buruk dan very bad."
931,Pengguna Google,1,2020-03-28 08:50:29,"Kasihlah trial dulu seminggu kek buat kami yg baru mau gabung biar tau kualitas netflix, setelah itu bayar ok gpp, tp ini masuk langsung bayar, ok gpp, tp masalahnya mau bayar aja ribet, ini jaman serba modern, harusnya yg punya layanan ini mempermudah pembayaran lah, banyak masukkan tuh pke VirAccount dll, malah banyakan pakai aplikasi jenius (kerjasama kali y?) , haduh nambah aplikasi lagi dah..... Coba deh mikir dikit dan perbaiki sistem pembayarannya, pasti akan lebih rame yg masuk itu. Oke!"
932,Pengguna Google,1,2020-03-27 10:35:17,"Metode pembayaran yang masih kurang, tolong untuk opsi metode pembayarannya ditambah lagi. Karena pembayaran netflix hanya bisa dengan menggunakan kartu kredit atau kartu debit yang sudah di izinkan untuk bertansaksi secara Internasional. Sangat menyesalinya"
933,Pengguna Google,3,2020-03-21 16:22:54,"Hallo admin netflix. Sebenernya saya ingin sekali menggunakan app netflix walaupun berbayar. Tapi disini saya kesulitan dalam membayar keanggotaan. Di app netflix ini apabila ingin menjadi anggota harus membayar dgn menggunakan metode pembayaran kredit/debit. Karna saya tidak memiliki kartu kredit saya coba dgn debit tapi tetap tdk bisa. Saran dr saya, coba netflix lebih mempermudah dalam metode pembayaran. Misal menggunakan virtual account atau pulsa, gopay, ovo atau dana. Terimakasih"
